frame,pid,centered_x,centered_z,nose_x,nose_z,count_NAs,role
0,0,-1.0125,8.92775,-1.01,8.727,3,confederate
0,1,-2.2,8.652750000000001,-2.224,9.262,6,confederate
1,0,-0.994,8.957,-1.058,8.957,3,confederate
1,1,-2.2015,8.4595,-2.254,9.3895,6,confederate
2,0,-0.975,8.5625,-0.985,8.509,3,confederate
2,1,-2.191,8.563500000000001,-2.179,9.076,6,confederate
3,0,-1.016,8.8985,-1.023,8.84,3,confederate
3,1,-2.1715,8.433250000000001,-2.194,9.1375,6,confederate
4,0,-0.981,8.6715,-0.985,8.509,3,confederate
4,1,-2.1705,8.53925,-2.165,9.0165,6,confederate
5,0,-1.0539999999999998,9.199,-1.043,9.199,3,confederate
5,1,-2.1855,8.618500000000001,-2.151,8.958,6,confederate
6,0,-0.973,8.58925,-0.977,8.616,3,confederate
6,1,-2.129,8.51,-2.069,8.616,6,confederate
7,0,-0.985,8.7835,-0.989,8.727,3,confederate
7,1,-2.22,8.75675,-2.179,9.076,6,confederate
8,0,-0.979,8.75525,-0.989,8.727,3,confederate
8,1,-2.1465,8.48475,-2.095,8.727,6,confederate
9,0,-0.9425,8.543,-0.941,8.3025,3,confederate
9,1,-2.136,8.51,-2.069,8.616,6,confederate
10,0,-1.009,8.957,-1.002,8.84,3,confederate
10,1,-2.12,8.53725,-2.123,8.84,6,confederate
11,0,-1.008,8.98675,-1.009,8.8985,0,confederate
11,1,-2.1455,8.2775,-1.943,8.254,6,confederate
12,0,-0.9885,8.84,-0.983,8.6715,0,confederate
12,1,-2.1585,8.514,-2.054,8.727,6,confederate
13,0,-0.969,8.616,-0.977,8.616,0,confederate
13,1,-2.159,8.59525,-2.109,8.957,6,confederate
14,0,-0.9915,8.869250000000001,-0.989,8.727,0,confederate
14,1,-2.1725,8.64775,-2.081,8.84,6,confederate
15,0,-0.9875,8.84,-1.002,8.84,0,confederate
15,1,-2.151,8.591750000000001,-2.137,9.076,6,confederate
16,0,-0.958,8.616,-0.959,8.4565,0,confederate
16,1,-2.1855,8.618,-2.054,8.727,6,confederate
17,0,-1.025,9.1375,-1.029,9.076,3,confederate
17,1,-2.1725,8.64775,-2.081,8.84,6,confederate
18,0,-0.991,8.869250000000001,-1.009,8.8985,3,confederate
18,1,-2.186,8.64525,-2.081,8.84,6,confederate
19,0,-1.0465,9.19975,-1.036,9.1375,3,confederate
19,1,-2.159,8.511,-2.054,8.727,6,confederate
20,0,-0.998,8.8985,-1.002,8.84,6,confederate
20,1,-2.16,8.53725,-2.081,8.84,6,confederate
21,0,-1.0145,9.04725,-1.015,8.957,0,confederate
21,1,-2.22,8.69975,-2.081,8.84,6,confederate
22,0,-1.0395,9.23275,-1.029,9.076,0,confederate
22,1,-2.1495,8.48475,-2.137,9.076,6,confederate
23,0,-1.025,9.16825,-1.029,9.076,0,confederate
23,1,-2.1565,8.459,-2.151,9.1375,6,confederate
24,0,-1.0575,9.29425,-1.05,9.262,0,confederate
24,1,-2.1925,8.618500000000001,-2.054,8.727,6,confederate
25,0,-1.0145,9.076,-1.029,9.076,0,confederate
25,1,-2.1145,8.404,-2.137,9.076,6,confederate
26,0,-1.0605,9.325,-1.057,9.325,0,confederate
26,1,-2.1495,8.457,-2.123,9.0165,6,confederate
27,0,-1.0085,9.0165,-1.009,8.8985,0,confederate
27,1,-2.152,8.5105,-2.109,8.957,6,confederate
28,0,-1.0495,9.262,-1.057,9.325,0,confederate
28,1,-2.176,8.562999999999999,-2.109,8.957,6,confederate
29,0,-0.9285,8.51,-0.953,8.404,0,confederate
29,1,-2.1365,8.53925,-2.054,8.727,6,confederate
30,0,-1.025,9.13825,-1.029,9.076,3,confederate
30,1,-2.1975,8.75525,-2.095,8.8985,6,confederate
31,0,-0.994,8.8985,-1.002,8.84,3,confederate
31,1,-2.105,8.4055,-2.081,8.84,6,confederate
32,0,-1.004,9.076,-1.029,9.076,3,confederate
32,1,-2.1395,8.70075,-2.137,9.076,6,confederate
33,0,-0.997,9.0165,-1.009,8.8985,3,confederate
33,1,-2.1105,8.4085,-2.028,8.616,6,confederate
34,0,-0.99,9.0165,-1.029,9.076,3,confederate
34,1,-2.2105,8.784500000000001,-2.151,9.1375,6,confederate
35,0,-0.965,8.75525,-0.996,8.7835,3,confederate
