frame,pid,centered_x,centered_z,nose_x,nose_z,count_NAs,role
0,0,-1.263,9.393,-1.263,9.393,0,confederate
0,1,-2.563,9.726,-2.541,9.726,9,confederate
1,0,-1.246,9.262,-1.246,9.262,0,confederate
1,1,-2.5625,9.62125,-2.522,9.6555,6,confederate
2,0,-1.229,9.1375,-1.229,9.1375,0,confederate
2,1,-2.5365,9.325,-2.436,9.325,9,confederate
3,0,-1.246,9.262,-1.246,9.262,0,confederate
3,1,-2.5985,9.865,-2.577,9.865,6,confederate
4,0,-1.205,8.957,-1.205,8.957,0,confederate
4,1,-2.5965,9.865,-2.577,9.865,6,confederate
5,0,-1.281,9.5225,-1.281,9.5245,0,confederate
5,1,-2.633,9.724,-2.54,9.724,9,confederate
6,0,-1.2765,9.2635,-1.263,9.3895,0,confederate
6,1,-2.597,9.6555,-2.522,9.6555,9,confederate
7,0,-1.174,8.727,-1.166,8.6715,0,confederate
7,1,-2.597,9.325,-2.458,9.325,9,confederate
8,0,-1.254,9.23125,-1.254,9.325,0,confederate
8,1,-2.633,9.6555,-2.545,9.6555,9,confederate
9,0,-1.25,9.199,-1.246,9.262,0,confederate
9,1,-2.597,9.724,-2.563,9.724,9,confederate
10,0,-1.237,9.1375,-1.237,9.199,0,confederate
10,1,-2.633,9.454,-2.458,9.325,6,confederate
11,0,-1.2715,9.455,-1.263,9.3895,0,confederate
11,1,-2.5540000000000003,9.55475,-2.47,9.454,3,confederate
12,0,-1.263,9.29425,-1.254,9.3265,0,confederate
12,1,-2.607,9.724,-2.54,9.724,3,confederate
13,0,-1.233,9.16825,-1.229,9.1375,0,confederate
13,1,-2.633,9.454,-2.47,9.454,6,confederate
14,0,-1.2415,9.23125,-1.237,9.2005,0,confederate
14,1,-2.597,9.454,-2.47,9.454,6,confederate
15,0,-1.263,9.39125,-1.263,9.393,0,confederate
15,1,-2.633,9.5205,-2.504,9.587,6,confederate
16,0,-1.233,9.16825,-1.229,9.1375,0,confederate
16,1,-2.563,9.6555,-2.522,9.6555,6,confederate
17,0,-1.174,8.727,-1.174,8.727,0,confederate
17,1,-2.597,9.587,-2.504,9.587,6,confederate
18,0,-1.225,9.10775,-1.221,9.078,0,confederate
18,1,-2.519,9.454,-2.47,9.454,3,confederate
19,0,-1.221,9.04625,-1.221,9.076,0,confederate
19,1,-2.5445,9.454,-2.47,9.454,3,confederate
20,0,-1.201,8.92775,-1.205,8.957,0,confederate
20,1,-2.563,9.454,-2.47,9.454,6,confederate
21,0,-1.229,9.077,-1.229,9.1375,0,confederate
21,1,-2.5385,9.325,-2.436,9.325,3,confederate
22,0,-1.2585,9.26275,-1.254,9.3265,0,confederate
22,1,-2.5525,9.55575,-2.559,9.7945,3,confederate
23,0,-1.237,9.199,-1.237,9.199,0,confederate
23,1,-2.5385,9.325,-2.436,9.325,3,confederate
24,0,-1.263,9.3895,-1.263,9.3895,0,confederate
24,1,-2.5515,9.493,-2.54,9.724,3,confederate
25,0,-1.281,9.39325,-1.281,9.5245,0,confederate
25,1,-2.5985,9.6575,-2.559,9.7945,3,confederate
26,0,-1.237,9.078,-1.237,9.199,0,confederate
26,1,-2.6255,9.725,-2.559,9.7945,3,confederate
27,0,-1.272,9.23625,-1.272,9.456,0,confederate
27,1,-2.6065,9.6635,-2.596,9.9375,3,confederate
28,0,-1.263,9.14175,-1.254,9.3265,0,confederate
28,1,-2.5425,9.454,-2.47,9.454,3,confederate
29,0,-1.2545000000000002,9.169,-1.237,9.2005,0,confederate
29,1,-2.579,9.68975,-2.559,9.7945,3,confederate
30,0,-1.1775,8.75525,-1.174,8.727,0,confederate
30,1,-2.5765,9.69175,-2.559,9.7945,3,confederate
31,0,-1.2455,9.19975,-1.237,9.2005,0,confederate
31,1,-2.585,9.725,-2.517,9.724,3,confederate
32,0,-1.229,9.13925,-1.221,9.078,0,confederate
32,1,-2.5575,9.587,-2.482,9.587,3,confederate
33,0,-1.2415,9.23125,-1.237,9.2005,0,confederate
33,1,-2.5655,9.62725,-2.554,9.865,6,confederate
34,0,-1.233,9.169,-1.229,9.1375,0,confederate
34,1,-2.545,9.68975,-2.517,9.724,9,confederate
35,0,-1.254,9.325,-1.254,9.325,0,confederate
35,1,-2.6130000000000004,9.69975,-2.611,10.085,6,confederate
36,0,-1.272,9.3265,-1.272,9.454,0,confederate
36,1,-2.5655,9.5635,-2.554,9.865,3,confederate
37,0,-1.243,9.10675,-1.221,9.076,0,confederate
37,1,-2.5605,9.4705,-2.554,9.865,3,confederate
38,0,-1.2585000000000002,9.199,-1.28,9.199,0,confederate
38,1,-2.4135,9.076,-2.304,8.8985,3,confederate
39,0,-1.276,9.262,-1.298,9.325,0,confederate
39,1,-2.4530000000000003,9.32575,-2.414,9.3265,3,confederate
40,0,-1.272,9.262,-1.298,9.325,0,confederate
40,1,-2.5380000000000003,9.55675,-2.536,9.7945,3,confederate
41,0,-1.242,9.199,-1.28,9.199,0,confederate
41,1,-2.5725,9.5635,-2.568,10.01,3,confederate
42,0,-1.25,9.266,-1.237,9.2005,0,confederate
42,1,-2.515,9.37025,-2.513,9.7945,3,confederate
43,0,-1.2425000000000002,9.078,-1.264,9.078,0,confederate
43,1,-2.381,9.199,-2.36,9.199,3,confederate
44,0,-1.217,9.0165,-1.205,8.957,0,confederate
44,1,-2.4655,9.426,-2.472,9.724,3,confederate
45,0,-1.221,9.076,-1.221,9.076,0,confederate
45,1,-2.4085,9.295,-2.403,9.454,6,confederate
46,0,-1.2585,9.358,-1.254,9.3265,0,confederate
46,1,-2.442,9.5205,-2.437,9.587,9,confederate
47,0,-1.229,9.1375,-1.229,9.1375,0,confederate
47,1,-2.432,9.5225,-2.432,9.6555,9,confederate
48,0,-1.2455,9.199,-1.237,9.199,0,confederate
48,1,-2.414,9.39025,-2.414,9.587,9,confederate
49,0,-1.233,9.1375,-1.237,9.199,0,confederate
49,1,-2.414,9.5205,-2.414,9.587,9,confederate
50,0,-1.2545,9.32575,-1.246,9.262,0,confederate
50,1,-2.435,9.45875,-2.426,9.724,9,confederate
51,0,-1.237,9.16825,-1.221,9.076,0,confederate
51,1,-2.4085,9.48725,-2.392,9.587,6,confederate
52,0,-1.2415,8.957,-1.205,8.957,0,confederate
52,1,-2.307,9.076,-2.252,9.199,9,confederate
53,0,-1.237,9.04625,-1.213,9.0165,0,confederate
53,1,-2.338,9.199,-2.252,9.199,9,confederate
54,0,-1.2675,9.262,-1.289,9.262,0,confederate
54,1,-2.221,8.84,-2.143,8.84,9,confederate
55,0,-1.221,8.957,-1.205,8.957,0,confederate
55,1,-2.28,8.727,-2.095,8.727,9,confederate
56,0,-1.233,9.1375,-1.213,9.0165,0,confederate
56,1,-2.182,8.6715,-2.082,8.6715,9,confederate
57,0,-1.2415,9.2305,-1.229,9.1375,0,confederate
57,1,-2.404,9.589,-2.404,10.0125,9,confederate
58,0,-1.221,9.0165,-1.221,9.076,0,confederate
58,1,-2.165,8.842,-2.109,8.957,9,confederate
