frame,pid,centered_x,centered_z,nose_x,nose_z,count_NAs,role
0,0,-2.756,4.4855,-2.788,4.478,3,confederate
1,0,-2.74,4.4855,-2.796,4.508,3,confederate
2,0,-2.7085,4.4345,-2.759,4.449,3,confederate
3,0,-2.688,4.42725,-2.75,4.4345,3,confederate
4,0,-2.606,4.3775,-2.647,4.268,3,confederate
5,0,-2.5825,4.37075,-2.577,4.1385,3,confederate
6,0,-2.688,4.363,-2.699,4.3355,3,confederate
7,0,-2.7355,4.42,-2.78,4.449,3,confederate
8,0,-2.6965000000000003,4.406000000000001,-2.693,4.3085,3,confederate
9,0,-2.6885000000000003,4.39875,-2.693,4.3085,3,confederate
10,0,-2.768,4.42075,-2.809,4.4785,3,confederate
11,0,-2.7030000000000003,4.392,-2.721,4.322,3,confederate
12,0,-2.7565,4.406000000000001,-2.793,4.42,3,confederate
13,0,-2.71,4.349500000000001,-2.733,4.308,3,confederate
14,0,-2.777,4.3775,-2.855,4.4345,3,confederate
15,0,-2.7735000000000003,4.363,-2.801,4.336,3,confederate
16,0,-2.8295,4.391500000000001,-2.876,4.42,3,confederate
17,0,-2.8045,4.349500000000001,-2.832,4.336,3,confederate
18,0,-2.819,4.363,-2.842,4.336,3,confederate
19,0,-2.83,4.315,-2.846,4.281,9,confederate
20,0,-2.837,4.308,-2.876,4.281,9,confederate
21,0,-2.8845,4.329000000000001,-2.923,4.336,9,confederate
22,0,-2.8595,4.28775,-2.915,4.308,9,confederate
23,0,-2.8705,4.28775,-2.89,4.228,3,confederate
24,0,-2.9085,4.2675,-2.948,4.254,3,confederate
25,0,-2.9425,4.281,-2.996,4.308,3,confederate
26,0,-2.9595,4.2675,-3.007,4.281,3,confederate
27,0,-2.965,4.25425,-2.98,4.228,3,confederate
28,0,-2.9855,4.2345,-3.001,4.202,3,confederate
29,0,-2.9955,4.2475,-3.04,4.215,3,confederate
30,0,-2.9875,4.202,-3.04,4.202,3,confederate
31,0,-3.0125,4.202,-3.031,4.176,3,confederate
32,0,-3.036,4.176,-3.051,4.176,3,confederate
33,0,-2.999,4.15075,-3.014,4.113,3,confederate
