frame,pid,centered_x,centered_z,nose_x,nose_z,count_NAs,role
0,0,-0.503,8.1545,-0.629,8.846,12,confederate
1,0,-0.491,7.9615,-0.608,8.84,9,confederate
1,1,-2.301,9.89125,-2.466,11.6365,30,confederate
2,0,-0.516,8.36,-0.608,8.84,9,confederate
2,1,-2.212,9.5205,-2.488,11.7395,24,confederate
3,0,-0.5,8.1545,-0.608,8.84,6,confederate
3,1,-2.243,9.705,-2.509,11.839,15,confederate
4,0,-0.536,8.6745,-0.608,8.84,6,confederate
4,1,-2.266,9.724,-2.531,11.942,15,confederate
5,0,-0.532,8.616,-0.6,8.727,6,confederate
5,1,-2.173,9.325,-2.488,11.736,15,confederate
6,0,-0.535,8.464,-0.608,8.84,6,confederate
6,1,-2.2935,9.93975,-2.488,11.736,12,confederate
7,0,-0.553,8.727,-0.6,8.727,6,confederate
7,1,-2.225,9.7945,-2.697,12.7245,18,confederate
8,0,-0.516,8.355,-0.6,8.727,9,confederate
8,1,-2.27,9.587,-2.624,12.3805,15,confederate
9,0,-0.539,8.514,-0.608,8.84,6,confederate
9,1,-2.209,9.587,-2.577,12.159,18,confederate
10,0,-0.532,8.5705,-0.608,8.84,6,confederate
10,1,-2.318,9.724,-2.532,11.9455,18,confederate
11,0,-0.522,8.4585,-0.608,8.84,9,confederate
11,1,-2.209,9.587,-2.6,12.2655,18,confederate
12,0,-0.516,8.355,-0.6,8.727,9,confederate
12,1,-2.239,9.865,-2.531,11.942,18,confederate
13,0,-0.494,8.1545,-0.616,8.958,9,confederate
13,1,-2.255,9.7945,-2.6,12.2655,18,confederate
14,0,-0.492,7.964,-0.6,8.727,6,confederate
14,1,-2.239,9.7945,-2.699,12.733,18,confederate
15,0,-0.477,7.915,-0.633,8.9015,6,confederate
15,1,-2.239,9.867,-2.531,11.942,18,confederate
16,0,-0.489,7.916,-0.609,8.5655,6,confederate
16,1,-2.302,10.237,-2.748,12.9665,18,confederate
17,0,-0.483,7.824,-0.595,8.36,6,confederate
17,1,-2.25,10.237,-2.75,12.9765,18,confederate
18,0,-0.498,7.825,-0.587,8.254,6,confederate
18,1,-2.239,9.9375,-2.624,12.3805,18,confederate
19,0,-0.494,8.008,-0.633,8.622,9,confederate
19,1,-2.255,9.724,-2.576,12.155,18,confederate
20,0,-0.501,7.825,-0.585,7.48,6,confederate
20,1,-2.286,9.865,-2.605,12.155,15,confederate
21,0,-0.501,7.824,-0.588,7.5215,6,confederate
21,1,-2.335,9.865,-2.559,11.942,18,confederate
22,0,-0.51,7.735,-0.606,7.5215,6,confederate
22,1,-2.335,9.724,-2.582,12.0485,15,confederate
23,0,-0.487,7.8715,-0.896,10.811,6,confederate
23,1,-2.352,9.865,-2.677,12.491,15,confederate
24,0,-0.493,8.404,-0.944,11.392,6,confederate
24,1,-2.318,9.724,-2.653,12.3805,15,confederate
25,0,-0.549,8.5655,-1.007,12.155,6,confederate
25,1,-2.254,9.724,-2.727,12.7245,15,confederate
26,0,-0.539,8.404,-1.021,11.9755,6,confederate
26,1,-2.3065,10.0905,-2.702,12.6095,12,confederate
27,0,-0.539,8.405,-1.021,11.9755,6,confederate
27,1,-2.27,9.724,-2.652,12.376,15,confederate
28,0,-0.523,8.1545,-1.021,11.9755,6,confederate
28,1,-2.3215,10.16325,-2.779,12.9665,15,confederate
29,0,-0.535,8.355,-1.011,11.8605,6,confederate
29,1,-2.285,9.69575,-2.527,11.537,15,confederate
30,0,-0.574,8.958,-1.003,11.7675,6,confederate
30,1,-2.327,9.84125,-2.548,11.6365,12,confederate
31,0,-0.586,9.141,-1.021,11.9755,6,confederate
31,1,-2.3520000000000003,10.08725,-2.593,11.839,15,confederate
32,0,-0.559,8.842,-0.94,11.025,6,confederate
32,1,-2.3440000000000003,9.913,-2.57,11.736,15,confederate
33,0,-0.586,9.1375,-0.91,10.6775,6,confederate
33,1,-2.3125,10.12475,-2.639,12.0485,15,confederate
34,0,-0.567,9.199,-1.074,11.9455,12,confederate
34,1,-2.2990000000000004,9.7695,-2.532,11.441,9,confederate
35,0,-0.567,9.1375,-1.029,11.441,12,confederate
35,1,-2.2805,9.62725,-2.431,10.982,15,confederate
36,0,-0.556,9.076,-1.046,11.6365,12,confederate
36,1,-2.314,9.7695,-2.532,11.441,15,confederate
37,0,-0.563,8.8985,-0.987,10.979,12,confederate
37,1,-2.348,10.08725,-2.517,11.252,12,confederate
38,0,-0.552,8.618,-1.003,11.159,12,confederate
38,1,-2.2905,9.97375,-2.497,11.162,15,confederate
