frame,pid,centered_x,centered_z,nose_x,nose_z,count_NAs,role
0,0,-0.243,8.842,-0.409,9.026,9,confederate
0,1,-2.197,10.3195,-2.268,11.069,18,confederate
1,0,-0.249,8.842,-0.409,9.026,9,confederate
1,1,-2.2220000000000004,10.40325,-2.287,11.162,21,confederate
2,0,-0.269,8.8985,-0.414,9.147,9,confederate
2,1,-2.273,10.571,-2.325,11.345,15,confederate
3,0,-0.266,8.842,-0.412,9.0825,9,confederate
3,1,-2.282,10.6145,-2.344,11.441,15,confederate
4,0,-0.261,8.618,-0.409,9.026,9,confederate
4,1,-2.1905,10.37125,-2.214,10.805,12,confederate
5,0,-0.262,8.7835,-0.412,9.0825,9,confederate
5,1,-2.198,10.28675,-2.232,10.892,9,confederate
6,0,-0.24,8.6715,-0.414,9.147,9,confederate
6,1,-2.245,10.52225,-2.225,10.982,6,confederate
7,0,-0.243,8.7835,-0.501,10.0125,6,confederate
7,1,-2.211,10.316,-2.225,10.982,9,confederate
8,0,-0.241,8.727,-0.512,10.237,6,confederate
8,1,-2.21,10.314,-2.216,11.069,9,confederate
9,0,-0.207,9.3895,-0.524,10.475,6,confederate
9,1,-2.161,10.085,-2.256,11.537,9,confederate
10,0,-0.208,9.454,-0.557,10.6465,6,confederate
10,1,-2.197,9.865,-2.256,11.537,9,confederate
11,0,-0.208,9.454,-0.553,10.5695,6,confederate
11,1,-2.161,10.085,-2.237,11.441,6,confederate
12,0,-0.21,9.454,-0.644,11.7675,6,confederate
12,1,-2.154,10.2015,-2.163,10.805,3,confederate
13,0,-0.211,9.724,-0.557,10.6465,6,confederate
13,1,-2.114,9.867,-2.182,11.159,6,confederate
14,0,-0.193,9.724,-0.544,10.398,6,confederate
14,1,-2.13,9.9375,-2.182,11.159,6,confederate
15,0,-0.193,9.724,-0.532,10.16,6,confederate
15,1,-2.137,10.085,-2.174,11.252,9,confederate
16,0,-0.187,9.0165,-0.548,10.472,6,confederate
16,1,-2.137,10.085,-2.174,11.252,9,confederate
17,0,-0.208,9.6555,-0.553,10.5695,6,confederate
17,1,-2.104,9.9375,-2.104,10.892,12,confederate
18,0,-0.25,9.7945,-0.592,10.8295,6,confederate
18,1,-2.095,9.9375,-2.095,10.979,12,confederate
19,0,-0.271,9.325,-0.561,10.7205,6,confederate
19,1,-2.095,10.01,-2.095,10.979,9,confederate
20,0,-0.269,9.325,-0.558,10.6595,6,confederate
20,1,-2.095,10.01,-2.095,10.979,12,confederate
21,0,-0.271,9.3895,-0.558,10.6595,9,confederate
21,1,-2.03,9.7945,-2.03,10.636,9,confederate
22,0,-0.295,9.3895,-0.553,10.5695,9,confederate
22,1,-2.08,9.865,-2.03,10.636,12,confederate
23,0,-0.297,9.262,-0.562,10.7365,9,confederate
23,1,-2.099,10.0895,-2.062,10.805,18,confederate
24,0,-0.297,9.2005,-0.553,10.5695,12,confederate
24,1,-2.145,10.162,-2.129,11.159,18,confederate
25,0,-0.303,9.3895,-0.553,10.5695,9,confederate
25,1,-2.046,10.1685,-2.037,10.8075,12,confederate
26,0,-0.301,9.3265,-0.553,10.5695,12,confederate
26,1,-2.104,10.241,-2.104,11.162,12,confederate
27,0,-0.297,9.0165,-0.617,11.2705,9,confederate
27,1,-2.053,10.0895,-2.053,10.892,12,confederate
28,0,-0.299,9.1375,-0.617,11.2705,9,confederate
28,1,-2.071,10.316,-2.037,10.805,12,confederate
29,0,-0.305,9.199,-0.633,11.567,9,confederate
29,1,-2.079,10.554,-2.037,10.805,9,confederate
30,0,-0.293,8.957,-0.622,11.3735,9,confederate
30,1,-2.069,10.237,-2.069,10.979,9,confederate
31,0,-0.3904999999999999,9.54725,-0.644,11.7675,9,confederate
31,1,-2.03,10.314,-2.005,10.636,9,confederate
32,0,-0.419,10.03475,-0.633,11.567,6,confederate
32,1,-2.061,10.472,-2.053,10.892,6,confederate
33,0,-0.418,9.9725,-0.622,11.3735,6,confederate
33,1,-2.122,10.472,-2.122,11.258,6,confederate
34,0,-0.419,10.2315,-0.639,11.6775,9,confederate
34,1,-2.156,10.314,-2.156,11.441,9,confederate
35,0,-0.422,10.26575,-0.622,11.3735,9,confederate
35,1,-2.271,10.472,-2.271,12.0485,9,confederate
36,0,-0.4105,10.02675,-0.763,12.843,9,confederate
36,1,-2.212,10.01,-2.212,11.736,6,confederate
37,0,-0.4125,9.95925,-0.763,12.843,6,confederate
37,1,-2.156,10.01,-2.156,11.441,6,confederate
38,0,-0.4054999999999999,9.73025,-0.763,12.843,9,confederate
38,1,-2.139,10.085,-2.139,11.348,6,confederate
39,0,-0.4085,9.89375,-0.749,12.606,9,confederate
39,1,-2.156,10.01,-2.156,11.441,9,confederate
40,0,-0.401,9.707999999999998,-0.735,12.376,6,confederate
40,1,-2.247,10.16,-2.247,12.0715,9,confederate
41,0,-0.401,9.7395,-0.749,12.606,9,confederate
41,1,-2.175,10.01,-2.175,11.5405,9,confederate
42,0,-0.398,9.66575,-0.735,12.376,9,confederate
42,1,-2.175,10.085,-2.175,11.537,9,confederate
43,0,-0.3805,9.6585,-0.602,11.0045,6,confederate
43,1,-2.231,9.6555,-2.231,11.839,9,confederate
44,0,-0.3755,9.494,-0.607,11.104,9,confederate
44,1,-2.138,9.587,-2.138,11.345,9,confederate
45,0,-0.356,9.44875,-0.602,11.0045,9,confederate
45,1,-2.122,9.865,-2.122,11.258,6,confederate
46,0,-0.3319999999999999,9.0045,-0.553,10.554,9,confederate
46,1,-2.156,9.6555,-2.156,11.441,9,confederate
47,0,-0.3299999999999999,8.91475,-0.557,10.636,9,confederate
47,1,-2.193,9.9375,-2.193,11.6365,6,confederate
48,0,-0.2915,8.814250000000001,-0.509,10.18,9,confederate
48,1,-2.175,9.6555,-2.175,11.5405,9,confederate
49,0,-0.286,8.64625,-0.509,10.18,9,confederate
49,1,-2.097,9.6555,-2.097,10.9905,9,confederate
50,0,-0.2845,8.814250000000001,-0.508,10.16,9,confederate
50,1,-2.13,10.085,-2.13,11.162,9,confederate
51,0,-0.2925,8.998249999999999,-0.558,11.162,9,confederate
51,1,-2.132,9.5205,-2.132,11.171,9,confederate
52,0,-0.184,8.728,-0.493,10.3515,12,confederate
52,1,-2.13,9.587,-2.13,11.162,9,confederate
53,0,-0.206,8.51,-0.417,9.199,12,confederate
53,1,-2.115,9.199,-2.167,11.3575,9,confederate
54,0,-0.207,8.842,-0.411,9.076,12,confederate
54,1,-2.064,9.587,-2.064,10.8155,9,confederate
55,0,-0.205,8.616,-0.383,8.9075,12,confederate
55,1,-2.096,9.587,-2.096,10.982,9,confederate
56,0,-0.215,8.84,-0.415,9.6555,12,confederate
56,1,-2.084,9.724,-2.062,10.805,12,confederate
57,0,-0.206,8.51,-0.373,8.6805,12,confederate
57,1,-2.054,9.587,-2.08,10.8975,12,confederate
58,0,-0.206,8.5625,-0.41,9.532,12,confederate
58,1,-2.107,9.865,-2.129,11.159,12,confederate
59,0,-0.207,8.727,-0.41,9.532,12,confederate
59,1,-2.06,9.724,-2.079,10.892,12,confederate
60,0,-0.206,8.727,-0.41,9.543,12,confederate
60,1,-2.129,10.01,-2.129,11.159,12,confederate
61,0,-0.207,8.6715,-0.413,9.6045,12,confederate
61,1,-2.04,9.5205,-2.04,10.5595,12,confederate
62,0,-0.206,8.5625,-0.378,8.7925,12,confederate
62,1,-2.086,9.6555,-2.055,10.636,12,confederate
63,0,-0.206,8.509,-0.399,9.282,12,confederate
63,1,-2.115,9.867,-2.088,10.8075,12,confederate
64,0,-0.208,8.6715,-0.401,9.3405,12,confederate
64,1,-2.139,9.6555,-2.139,11.075,12,confederate
65,0,-0.188,8.7835,-0.41,9.543,12,confederate
65,1,-2.168,10.085,-2.105,10.8975,12,confederate
66,0,-0.206,8.6715,-0.38,8.846,12,confederate
66,1,-2.16,9.865,-2.156,11.159,9,confederate
67,0,-0.206,8.616,-0.421,9.7945,12,confederate
67,1,-2.176,10.162,-2.121,10.979,6,confederate
68,0,-0.206,8.842,-0.417,9.199,12,confederate
68,1,-2.154,9.867,-2.131,10.8975,6,confederate
69,0,-0.208,8.74,-0.414,9.147,12,confederate
69,1,-2.161,9.867,-2.047,10.472,6,confederate
70,0,-0.186,8.75,-0.42,9.272,12,confederate
70,1,-2.162,10.0895,-2.08,10.636,6,confederate
71,0,-0.186,8.618,-0.528,10.554,12,confederate
71,1,-2.193,10.162,-2.13,10.892,6,confederate
72,0,-0.2855,8.842,-0.52,10.393,9,confederate
72,1,-2.18,10.162,-2.113,10.805,6,confederate
73,0,-0.319,9.191,-0.586,11.186,9,confederate
73,1,-2.13,9.9375,-2.064,10.554,6,confederate
74,0,-0.31,8.81475,-0.562,10.7365,9,confederate
74,1,-2.138,10.16325,-2.096,10.7205,3,confederate
75,0,-0.303,8.7905,-0.566,10.805,9,confederate
75,1,-2.1545,10.237,-2.08,10.636,3,confederate
76,0,-0.3394999999999999,9.2305,-0.633,11.567,9,confederate
76,1,-2.154,10.2785,-2.147,10.979,3,confederate
77,0,-0.3475,9.4115,-0.644,11.7675,9,confederate
77,1,-2.1585,10.282,-2.147,10.979,3,confederate
78,0,-0.351,9.696000000000002,-0.628,11.48,9,confederate
78,1,-2.1445,10.162,-2.096,10.7205,3,confederate
79,0,-0.3695,9.698,-0.644,11.7675,9,confederate
79,1,-2.146,10.2015,-2.164,11.069,3,confederate
80,0,-0.413,9.89325,-0.758,12.751,9,confederate
80,1,-2.1715,10.2505,-2.164,11.069,3,confederate
81,0,-0.3989999999999999,9.99875,-0.765,12.8845,3,confederate
81,1,-2.16,10.21225,-2.156,11.162,3,confederate
82,0,-0.3899999999999999,9.912,-0.763,12.843,9,confederate
82,1,-2.129,10.01,-2.105,10.8975,6,confederate
83,0,-0.3815,9.69325,-0.749,12.606,9,confederate
83,1,-2.1435,10.019,-2.174,11.252,3,confederate
84,0,-0.377,9.8065,-0.749,12.606,9,confederate
84,1,-2.091,10.051,-2.08,10.636,3,confederate
