frame,pid,centered_x,centered_z,nose_x,nose_z,count_NAs,role
0,0,-3.5565,9.325,-3.533,8.84,12,confederate
0,1,-4.274,8.957,-4.274,8.957,27,confederate
1,0,-3.6485,9.454,-3.779,9.454,15,confederate
2,0,-3.601,9.454,-3.712,9.454,30,confederate
4,1,-4.2115,8.87025,-4.232,8.957,24,confederate
8,1,-4.015,8.6715,-4.015,8.6715,24,confederate
9,1,-4.434,9.724,-4.434,9.724,30,confederate
10,1,-4.253,8.957,-4.021,8.727,12,confederate
11,1,-4.118,8.8985,-4.058,8.8985,18,confederate
12,1,-4.172,8.616,-4.289,9.454,12,confederate
13,0,-3.5845,9.865,-3.781,9.865,27,confederate
13,1,-4.633,10.16,-4.633,10.16,15,confederate
14,0,-3.523,9.587,-3.754,9.7945,18,confederate
14,1,-3.954,8.6715,-3.905,8.5625,15,confederate
15,0,-3.5685,9.55375,-3.649,9.5205,18,confederate
15,1,-4.2375,9.147,-4.031,8.84,9,confederate
16,0,-3.607,9.587,-3.652,9.587,18,confederate
16,1,-3.756,8.22675,-3.718,8.1525,6,confederate
17,0,-3.6945,9.75925,-3.758,9.865,18,confederate
17,1,-4.252,9.262,-4.195,9.199,6,confederate
18,0,-3.652,9.587,-3.652,9.587,18,confederate
18,1,-3.9245,8.5625,-3.856,8.4565,6,confederate
19,0,-3.644,9.724,-3.704,9.724,18,confederate
19,1,-4.253,9.3265,-4.253,9.3265,15,confederate
20,0,-3.749,9.9375,-3.813,10.01,21,confederate
20,1,-3.8965,8.4575,-3.652,8.008,15,confederate
21,0,-3.396,9.2005,-3.457,9.076,12,confederate
21,1,-4.021,8.727,-3.909,8.616,15,confederate
22,0,-3.5955,9.68975,-3.678,9.6555,12,confederate
22,1,-3.813,8.404,-3.813,8.404,15,confederate
23,0,-3.5915,9.587,-3.601,9.454,6,confederate
23,1,-3.929,8.616,-3.909,8.616,15,confederate
24,0,-3.642,9.90125,-3.766,10.01,6,confederate
24,1,-3.929,8.616,-3.909,8.616,12,confederate
25,0,-3.5785,9.724,-3.658,9.724,6,confederate
25,1,-3.959,8.51,-3.959,8.727,15,confederate
26,0,-3.649,9.97725,-3.915,10.472,6,confederate
26,1,-3.9185,8.618500000000001,-3.939,8.727,9,confederate
27,0,-3.5295,9.82975,-3.799,10.16,6,confederate
27,1,-3.8245,8.430250000000001,-3.702,8.2025,9,confederate
28,0,-3.321,9.10775,-3.329,9.0165,6,confederate
28,1,-3.7435,8.23,-3.655,8.056,9,confederate
29,0,-3.4855,9.6555,-3.544,9.724,6,confederate
29,1,-3.849,8.51,-3.766,8.301,9,confederate
30,0,-3.357,9.455,-3.448,9.5205,3,confederate
30,1,-3.86,8.5625,-3.889,8.616,12,confederate
31,0,-3.602,10.01,-3.625,10.01,3,confederate
31,1,-3.921,8.405,-4.069,9.0165,12,confederate
31,2,1.599,4.79825,2.153,7.48,27,participant
32,0,-3.59,10.16,-3.656,10.16,3,confederate
32,1,-3.948,8.7835,-3.948,8.84,15,confederate
32,2,0.799,2.83,0.719,3.948,18,participant
33,0,-3.4615,9.62225,-3.499,9.724,3,confederate
33,1,-3.828,8.616,-3.828,8.616,12,confederate
33,2,0.534,3.0605,0.346,4.0285,12,participant
34,0,-3.524,9.7945,-3.576,9.9375,3,confederate
34,1,-3.909,8.84,-3.78,8.509,12,confederate
34,2,0.182,3.101,-0.042,7.735,15,participant
35,0,-3.4515,9.724,-3.499,9.724,3,confederate
35,1,-3.813,8.404,-3.478,7.828,12,confederate
35,2,-0.048,3.122,-0.617,7.241,6,participant
36,0,-3.453,9.724,-3.453,9.724,12,confederate
36,1,-3.921,8.958,-3.857,8.727,12,confederate
36,2,-0.659,4.281,-0.71,4.364,9,participant
37,0,-3.4285,9.6555,-3.453,9.724,24,confederate
37,1,-3.743,8.251,-3.561,8.058,12,confederate
37,2,-0.661,3.509,-1.384,5.9985,9,participant
38,0,-3.789,8.3525,-3.52,8.008,12,confederate
38,1,-0.892,3.5925,-2.493,8.616,6,participant
39,0,-3.832,8.5625,-3.784,8.5625,12,confederate
39,1,-1.826,5.6265,-2.984,8.404,6,participant
40,0,-3.757,8.3025,-3.701,8.201,18,confederate
40,1,-1.921,4.7955,-1.939,4.7955,12,participant
41,0,-1.525,3.7715,-1.512,3.761,21,participant
42,0,-2.069,4.1135,-3.231,6.395,12,participant
42,1,-3.334,9.6555,-3.503,9.865,21,confederate
43,0,-2.425,4.3925,-2.638,4.777,9,participant
43,1,-3.4690000000000003,10.01,-3.555,10.01,21,confederate
44,0,-2.482,4.3505,-2.598,4.406,12,participant
44,1,-3.4805,9.9375,-3.555,10.01,27,confederate
45,0,-3.628,5.657,-3.628,5.657,9,participant
45,1,-3.418,9.724,-3.43,9.724,27,confederate
45,2,-3.734,8.4565,-3.717,8.4565,6,confederate
46,0,-3.335,4.878,-3.667,5.382,6,participant
46,1,-3.3120000000000003,9.454,-3.404,9.587,18,confederate
46,2,-3.766,8.404,-3.691,8.3525,6,confederate
47,0,-3.305,4.6465,-6.234,8.616,6,participant
47,1,-3.4415,9.724,-3.453,9.724,9,confederate
47,2,-3.934,8.6715,-3.668,8.301,12,confederate
48,0,-4.797,6.362,-4.797,6.362,6,participant
48,1,-3.4665,9.7945,-3.503,9.865,15,confederate
48,2,-4.118,9.076,-3.714,8.404,9,confederate
49,0,-5.061,6.3185,-5.706,7.2085,6,participant
49,1,-3.4655,9.75925,-3.453,9.724,9,confederate
49,2,-3.959,8.727,-3.691,8.3525,9,confederate
