frame,pid,centered_x,centered_z,nose_x,nose_z,count_NAs,role
0,0,-2.5215,9.6555,-2.517,9.724,0,confederate
0,1,-2.894,8.727,-2.894,8.727,18,confederate
1,0,-2.499,9.725,-2.482,9.587,0,confederate
1,1,-2.932,8.84,-2.932,8.84,18,confederate
2,0,-2.486,9.5205,-2.482,9.587,0,confederate
2,1,-2.857,8.616,-2.857,8.616,18,confederate
3,0,-2.5125,9.724,-2.517,9.724,0,confederate
3,1,-3.035,8.957,-2.932,8.84,9,confederate
4,0,-2.502,9.587,-2.5,9.6555,0,confederate
4,1,-2.989,9.076,-3.01,9.076,9,confederate
5,0,-2.4930000000000003,9.587,-2.482,9.587,0,confederate
5,1,-3.017,9.0165,-2.99,9.0165,9,confederate
6,0,-2.5125,9.724,-2.517,9.724,0,confederate
6,1,-2.942,8.84,-2.932,8.84,9,confederate
7,0,-2.4335,9.48825,-2.431,9.3895,0,confederate
7,1,-2.991,8.84,-2.932,8.84,9,confederate
8,0,-2.5125,9.7945,-2.517,9.724,12,confederate
8,1,-3.157,9.2005,-3.114,9.325,9,confederate
9,0,-2.497,9.724,-2.482,9.587,6,confederate
9,1,-2.932,8.7835,-2.934,8.7835,3,confederate
10,0,-2.4930000000000003,9.69075,-2.482,9.587,6,confederate
10,1,-2.86,8.616,-2.86,8.5625,3,confederate
11,0,-2.4930000000000003,9.76225,-2.482,9.587,6,confederate
11,1,-3.076,8.727,-2.915,8.727,3,confederate
12,0,-2.436,9.62725,-2.414,9.325,6,confederate
12,1,-3.202,9.0165,-2.954,8.7835,3,confederate
13,0,-2.524,9.865,-2.517,9.724,6,confederate
13,1,-3.202,9.199,-3.094,9.199,3,confederate
14,0,-2.524,9.865,-2.517,9.724,6,confederate
14,1,-3.06,8.8985,-3.014,8.8985,3,confederate
15,0,-2.5105,9.6555,-2.554,9.865,6,confederate
15,1,-3.022,8.616,-3.015,8.84,3,confederate
16,0,-2.5565,9.724,-2.559,9.7945,6,confederate
16,1,-3.061,8.84,-3.015,8.84,3,confederate
17,0,-2.6195,9.97375,-2.596,9.9375,6,confederate
17,1,-3.022,8.6745,-3.056,8.84,3,confederate
18,0,-2.533,9.6555,-2.522,9.6555,6,confederate
18,1,-3.118,8.8985,-3.118,8.8985,3,confederate
19,0,-2.5585,9.865,-2.563,9.724,6,confederate
19,1,-3.061,8.616,-3.039,8.616,3,confederate
20,0,-2.5935,9.724,-2.605,9.7945,6,confederate
20,1,-3.139,8.8985,-3.139,8.8985,3,confederate
21,0,-2.635,9.865,-2.67,9.865,9,confederate
21,1,-3.244,9.076,-3.223,9.076,3,confederate
22,0,-2.6495,9.865,-2.716,9.865,9,confederate
22,1,-3.266,9.076,-3.202,9.0165,3,confederate
23,0,-2.554,9.62225,-2.621,9.5205,9,confederate
23,1,-3.266,9.0165,-3.181,8.957,3,confederate
24,0,-2.6355,9.7945,-2.677,9.724,6,confederate
24,1,-3.201,8.957,-3.181,8.957,3,confederate
25,0,-2.6205,9.62125,-2.704,9.6555,6,confederate
25,1,-3.06,8.616,-3.06,8.616,3,confederate
26,0,-2.7275,9.865,-2.762,9.865,0,confederate
26,1,-3.457,9.076,-3.223,8.957,6,confederate
27,0,-2.742,9.865,-2.785,9.865,0,confederate
27,1,-3.367,8.84,-3.181,8.7835,6,confederate
28,0,-2.715,9.724,-2.785,9.865,3,confederate
28,1,-3.223,8.8985,-3.223,8.8985,3,confederate
29,0,-2.7270000000000003,9.865,-2.785,9.865,6,confederate
29,1,-3.36,9.017,-3.244,8.957,0,confederate
30,0,-2.7165,9.68975,-2.726,9.6555,6,confederate
30,1,-3.3055,9.076,-3.287,9.076,0,confederate
31,0,-2.785,9.865,-2.785,9.865,6,confederate
31,1,-3.5575,9.62125,-3.494,9.587,0,confederate
32,0,-2.797,9.865,-2.809,9.865,3,confederate
32,1,-3.201,8.5095,-3.201,8.616,3,confederate
33,0,-2.7775,9.82975,-2.789,9.7945,0,confederate
33,1,-3.242,8.616,-3.242,8.616,6,confederate
34,0,-2.6995,9.68975,-2.749,9.6555,0,confederate
34,1,-3.348,8.8985,-3.348,8.8985,3,confederate
35,0,-2.7445,9.724,-2.789,9.7945,0,confederate
35,1,-3.446,9.04625,-3.435,9.0165,3,confederate
36,0,-2.7765,9.865,-2.809,9.865,0,confederate
36,1,-3.4125,8.9575,-3.39,8.8985,3,confederate
37,0,-2.849,10.1225,-2.85,10.01,0,confederate
37,1,-3.4805,9.1375,-3.457,9.076,3,confederate
38,0,-2.7375,9.7985,-2.729,9.587,0,confederate
38,1,-3.4405,8.957,-3.412,8.957,3,confederate
39,0,-2.85,10.01,-2.85,10.01,0,confederate
39,1,-3.483,8.92775,-3.367,8.84,3,confederate
40,0,-2.8005,9.865,-2.855,9.865,0,confederate
40,1,-3.321,8.618500000000001,-3.241,8.509,3,confederate
41,0,-2.838,10.01,-2.897,10.01,0,confederate
41,1,-3.4835000000000003,9.0165,-3.412,8.957,0,confederate
42,0,-2.8215000000000003,9.865,-2.834,9.7945,0,confederate
42,1,-3.6015,9.3895,-3.552,9.325,3,confederate
43,0,-2.832,9.865,-2.855,9.865,0,confederate
43,1,-3.472,9.04725,-3.412,8.957,3,confederate
44,0,-2.8665000000000003,10.01,-2.897,10.01,0,confederate
44,1,-3.5405,9.169,-3.457,9.076,3,confederate
45,0,-2.8875,10.01,-2.92,10.01,3,confederate
45,1,-3.587,9.32575,-3.55,9.262,0,confederate
46,0,-2.7845,9.6575,-2.78,9.454,3,confederate
46,1,-3.4895,9.0165,-3.433,8.957,0,confederate
47,0,-2.9435,9.9375,-2.967,10.01,3,confederate
47,1,-3.456,9.0165,-3.433,8.957,0,confederate
48,0,-2.9355,10.01,-2.991,10.01,3,confederate
48,1,-3.5375,8.9575,-3.41,8.8985,0,confederate
49,0,-2.9145000000000003,9.865,-3.014,10.01,3,confederate
49,1,-3.636,9.42175,-3.623,9.454,0,confederate
50,0,-2.9585,9.9045,-3.059,10.16,6,confederate
50,1,-3.611,9.35725,-3.599,9.3895,0,confederate
51,0,-2.949,9.75925,-3.016,9.9375,6,confederate
51,1,-3.552,9.1375,-3.456,9.0165,3,confederate
52,0,-2.981,9.9375,-3.038,10.01,6,confederate
52,1,-3.649,9.5205,-3.649,9.5205,3,confederate
53,0,-3.0135,10.01,-3.038,10.01,6,confederate
53,1,-3.502,9.1375,-3.502,9.1375,3,confederate
54,0,-3.036,10.085,-3.061,10.085,6,confederate
54,1,-3.623,9.454,-3.623,9.454,3,confederate
55,0,-2.9355,9.865,-2.994,9.865,6,confederate
55,1,-3.623,9.3895,-3.599,9.3895,3,confederate
56,0,-2.9475,9.865,-2.994,9.865,6,confederate
56,1,-3.561,9.19975,-3.502,9.1375,0,confederate
57,0,-2.9575,9.9375,-3.038,10.01,9,confederate
57,1,-3.464,8.957,-3.433,8.957,3,confederate
58,0,-2.7825,9.5205,-2.83,9.325,9,confederate
58,1,-3.3875,8.7275,-3.303,8.6715,0,confederate
59,0,-2.9665,9.97375,-3.016,9.9375,9,confederate
59,1,-3.457,9.076,-3.457,9.076,3,confederate
60,0,-2.8555,9.90125,-2.994,9.865,6,confederate
60,1,-3.627,9.5205,-3.627,9.5205,3,confederate
61,0,-2.773,9.592,-2.808,9.325,6,confederate
61,1,-3.531,9.199,-3.504,9.199,3,confederate
62,0,-2.925,10.0475,-2.992,9.9375,3,confederate
62,1,-3.486,8.7835,-3.346,8.7835,6,confederate
63,0,-2.8585000000000003,9.724,-2.928,9.724,3,confederate
63,1,-3.497,9.0165,-3.412,8.957,3,confederate
64,0,-2.843,9.9375,-2.971,9.865,3,confederate
64,1,-3.504,9.1375,-3.481,9.1375,6,confederate
65,0,-2.852,9.83075,-2.885,9.6555,3,confederate
65,1,-3.466,8.8985,-3.367,8.84,6,confederate
66,0,-2.92,10.01,-2.946,9.9375,6,confederate
66,1,-3.461,9.199,-3.461,9.199,6,confederate
67,0,-2.9215,10.0475,-2.923,9.9375,6,confederate
67,1,-3.415,9.0195,-3.415,9.076,6,confederate
67,2,0.603,2.71775,0.509,3.699,15,participant
68,0,-2.9085,9.97375,-2.92,10.01,6,confederate
68,1,-3.392,9.0165,-3.392,9.0165,6,confederate
