frame,pid,centered_x,centered_z,nose_x,nose_z,count_NAs,role
0,0,-3.2135,9.724,-3.225,9.724,0,confederate
0,1,-4.124,9.587,-3.931,9.1375,12,confederate
1,0,-3.082,9.35725,-3.093,9.325,3,confederate
1,1,-3.763,9.199,-3.762,8.84,18,confederate
2,0,-3.2265,9.76225,-3.345,10.085,3,confederate
2,1,-3.741,8.84,-3.741,8.84,18,confederate
3,0,-3.1025,9.48725,-3.179,9.587,3,confederate
3,1,-3.559,8.4565,-3.559,8.4565,18,confederate
4,0,-3.039,9.587,-3.296,10.01,3,confederate
4,1,-3.777,9.076,-3.777,9.076,18,confederate
5,0,-2.991,9.454,-3.113,9.454,3,confederate
5,1,-3.658,8.84,-3.658,8.84,18,confederate
6,0,-3.0685,9.5205,-3.157,9.587,6,confederate
6,1,-4.092,9.0195,-4.112,9.9375,18,confederate
7,0,-2.9515,9.454,-3.113,9.454,6,confederate
7,1,-3.664,8.8985,-3.682,8.8985,18,confederate
8,0,-3.0345,9.454,-3.027,9.325,3,confederate
8,1,-3.755,9.076,-3.755,9.076,18,confederate
9,0,-2.9795,9.55375,-3.156,9.724,3,confederate
9,1,-3.858,9.325,-3.858,9.325,18,confederate
10,0,-2.9675,9.55375,-3.089,9.587,0,confederate
10,1,-3.631,8.727,-3.631,8.727,15,confederate
11,0,-3.0305,9.724,-3.179,9.9375,0,confederate
11,1,-3.85,9.5205,-3.828,9.199,15,confederate
12,0,-2.9965,9.724,-3.11,9.865,0,confederate
12,1,-3.819,9.076,-3.819,9.076,15,confederate
13,0,-2.9405,9.42175,-2.98,9.454,0,confederate
13,1,-3.9395,9.25375,-3.696,8.7835,18,confederate
14,0,-2.9885,9.62125,-3.022,9.587,0,confederate
14,1,-4.1195,9.62725,-3.995,9.3895,24,confederate
15,0,-3.0305,9.724,-3.042,9.724,0,confederate
15,1,-3.963,9.262,-3.914,9.199,24,confederate
16,0,-3.0085,9.724,-3.042,9.724,3,confederate
