frame,pid,centered_x,centered_z,nose_x,nose_z,count_NAs,role
0,0,-3.2065,3.694,-3.215,3.66,3,confederate
1,0,-3.1845,3.684,-3.215,3.66,3,confederate
2,0,-3.1725,3.69425,-3.206,3.64,3,confederate
3,0,-3.1805,3.735,-3.249,3.679,3,confederate
4,0,-3.181,3.70425,-3.214,3.64,6,confederate
5,0,-3.2060000000000004,3.694,-3.258,3.689,6,confederate
6,0,-3.2105,3.684,-3.257,3.679,6,confederate
7,0,-3.0825,3.655,-3.232,3.65,6,confederate
8,0,-3.185,3.66475,-3.241,3.66,6,confederate
9,0,-3.1935,3.64,-3.232,3.65,6,confederate
10,0,-3.164,3.63525,-3.215,3.6305,6,confederate
11,0,-3.1805,3.64,-3.223,3.64,6,confederate
12,0,-3.1515,3.63525,-3.215,3.6305,6,confederate
13,0,-3.1475,3.6115,-3.206,3.621,6,confederate
14,0,-3.143,3.6115,-3.198,3.6115,6,confederate
15,0,-3.135,3.58775,-3.164,3.583,6,confederate
16,0,-3.1345,3.5925,-3.155,3.602,6,confederate
17,0,-3.126,3.583,-3.139,3.583,6,confederate
18,0,-3.1125,3.583,-3.114,3.564,6,confederate
19,0,-3.063,3.583,-3.081,3.527,6,confederate
20,0,-3.0465,3.5735,-3.122,3.583,6,confederate
21,0,-3.0465,3.564,-3.089,3.545,6,confederate
22,0,-3.022,3.5545,-3.089,3.545,6,confederate
23,0,-3.037,3.5735,-3.097,3.5735,6,confederate
24,0,-3.028,3.583,-3.105,3.583,6,confederate
25,0,-3.0115,3.56875,-3.072,3.5545,6,confederate
26,0,-3.0075,3.583,-3.097,3.583,6,confederate
27,0,-2.9595,3.545,-3.097,3.5925,6,confederate
28,0,-3.019,3.57825,-3.088,3.602,6,confederate
29,0,-2.9995000000000003,3.5405,-3.039,3.545,6,confederate
30,0,-2.944,3.527,-3.0,3.509,9,confederate
31,0,-2.7825,3.536,-1.48,1.7365,9,confederate
32,0,-2.883,3.545,-1.48,1.7365,9,confederate
33,0,-2.919,3.536,-2.968,3.491,12,confederate
34,0,-2.907,3.5405,-2.929,3.455,12,confederate
35,0,-2.9075,3.5315000000000003,-2.945,3.473,12,confederate
36,0,-2.8995,3.5045,-2.952,3.482,12,confederate
37,0,-2.907,3.5315,-2.96,3.491,12,confederate
38,0,-2.91,3.536,-2.967,3.509,12,confederate
39,0,-2.9095,3.5225,-2.967,3.509,12,confederate
40,0,-2.891,3.5405,-2.967,3.509,12,confederate
41,0,-2.878,3.5315000000000003,-2.975,3.518,12,confederate
42,0,-2.8705,3.5405,-2.967,3.509,12,confederate
43,0,-2.888,3.545,-2.982,3.527,12,confederate
44,0,-2.9015000000000004,3.564,-2.982,3.527,12,confederate
45,0,-2.888,3.55925,-3.005,3.5545,12,confederate
46,0,-2.861,3.5405,-2.982,3.527,12,confederate
47,0,-2.8865,3.5545,-3.013,3.564,12,confederate
48,0,-2.8525,3.545,-2.982,3.527,9,confederate
49,0,-2.8755,3.564,-3.013,3.564,9,confederate
50,0,-2.8675,3.55925,-2.998,3.5455,9,confederate
51,0,-2.867,3.583,-2.967,3.509,9,confederate
52,0,-2.8725,3.55925,-3.013,3.564,9,confederate
53,0,-2.8920000000000003,3.56875,-2.997,3.545,9,confederate
54,0,-2.9005,3.5735,-3.021,3.5735,9,confederate
55,0,-2.885,3.54975,-2.982,3.527,9,confederate
56,0,-2.8925,3.55925,-3.005,3.5545,12,confederate
57,0,-2.896,3.54975,-2.997,3.545,12,confederate
