frame,pid,centered_x,centered_z,nose_x,nose_z,count_NAs,role
0,0,-3.1845,3.857,-3.216,3.89,3,confederate
1,0,-3.221,3.901,-3.253,3.935,3,confederate
2,0,-3.1980000000000004,3.879,-3.216,3.89,3,confederate
3,0,-3.212,3.9015,-3.281,3.935,3,confederate
4,0,-3.1845,3.8735,-3.262,3.901,3,confederate
5,0,-3.1985,3.857,-3.261,3.868,3,confederate
6,0,-3.2025,3.846,-3.243,3.846,3,confederate
7,0,-3.132,3.803,-3.171,3.761,3,confederate
8,0,-3.047,3.79775,-3.189,3.7715,3,confederate
9,0,-3.0855,3.846,-3.154,3.73,3,confederate
10,0,-3.098,3.835,-3.216,3.803,3,confederate
11,0,-3.122,3.80825,-3.207,3.7925,3,confederate
12,0,-3.119,3.79775,-3.207,3.7925,3,confederate
13,0,-3.1020000000000003,3.7925,-3.18,3.761,3,confederate
14,0,-3.113,3.782,-3.18,3.761,3,confederate
15,0,-3.108,3.782,-3.189,3.7715,3,confederate
16,0,-3.0225,3.803,-3.189,3.7715,3,confederate
17,0,-3.099,3.78725,-3.189,3.7715,3,confederate
18,0,-3.121,3.8135,-3.261,3.868,3,confederate
19,0,-3.09,3.7925,-3.198,3.803,3,confederate
20,0,-3.1115,3.857,-3.253,3.901,3,confederate
21,0,-3.111,3.83,-3.189,3.857,3,confederate
22,0,-3.0705,3.80825,-3.153,3.824,3,confederate
23,0,-2.9865,3.77675,-3.009,3.66,3,confederate
24,0,-2.859,3.782,-1.496,1.83,6,confederate
25,0,-2.9795,3.75575,-3.065,3.7715,3,confederate
26,0,-2.9705,3.7145,-3.038,3.782,3,confederate
27,0,-2.9665,3.7505,-3.029,3.782,3,confederate
28,0,-2.902,3.735,-2.978,3.74,3,confederate
29,0,-2.8745000000000003,3.735,-2.953,3.72,3,confederate
30,0,-2.878,3.725,-2.935,3.73,3,confederate
31,0,-2.8895,3.7505,-2.924,3.761,3,confederate
32,0,-2.881,3.77675,-2.948,3.803,3,confederate
33,0,-2.8555,3.75575,-2.915,3.7715,3,confederate
34,0,-2.827,3.73525,-2.898,3.7505,3,confederate
35,0,-2.7805,3.7095,-2.866,3.72,3,confederate
36,0,-2.76,3.69425,-2.808,3.679,3,confederate
37,0,-2.74,3.66,-2.768,3.66,3,confederate
38,0,-2.7125,3.6695,-2.783,3.679,3,confederate
39,0,-2.7175,3.66,-2.774,3.679,3,confederate
40,0,-2.697,3.689,-2.773,3.689,3,confederate
41,0,-2.673,3.679,-2.796,3.72,3,confederate
42,0,-2.6525,3.689,-2.719,3.64,3,confederate
43,0,-2.6575,3.7095,-2.801,3.7505,3,confederate
44,0,-2.628,3.679,-2.703,3.6305,3,confederate
45,0,-2.66,3.71475,-2.762,3.7095,3,confederate
46,0,-2.652,3.7095,-2.744,3.72,3,confederate
47,0,-2.689,3.74025,-2.734,3.73,3,confederate
