frame,pid,centered_x,centered_z,nose_x,nose_z,count_NAs,role
0,0,-0.542,8.7865,-0.764,9.4835,6,confederate
0,1,-2.3365,10.098,-2.507,11.4475,9,confederate
1,0,-0.526,8.514,-0.886,11.0045,6,confederate
1,1,-2.274,9.97725,-2.307,10.314,3,confederate
2,0,-0.513,8.3065,-0.916,11.3735,9,confederate
2,1,-2.334,10.17425,-2.379,10.636,3,confederate
3,0,-0.543,8.7925,-0.955,11.8605,9,confederate
3,1,-2.3235,10.314,-2.325,10.393,3,confederate
4,0,-0.592,9.595,-0.901,11.186,9,confederate
4,1,-2.3065,10.04875,-2.307,10.314,3,confederate
5,0,-0.564,9.1375,-0.784,10.0295,9,confederate
5,1,-2.3185,10.237,-2.331,10.314,3,confederate
6,0,-0.58,9.3895,-0.829,10.605,6,confederate
6,1,-2.2795,9.9045,-2.247,9.942,3,confederate
7,0,-0.568,9.199,-0.815,10.422,6,confederate
7,1,-2.3200000000000003,10.20475,-2.367,10.472,3,confederate
8,0,-0.568,9.2055,-0.808,10.335,6,confederate
8,1,-2.302,10.05425,-2.331,10.314,3,confederate
9,0,-0.576,9.325,-0.808,10.335,6,confederate
9,1,-2.2785,10.019,-2.331,10.314,3,confederate
10,0,-0.568,9.2055,-0.815,10.422,6,confederate
10,1,-2.294,9.942,-2.331,10.314,3,confederate
11,0,-0.546,8.846,-0.886,11.0045,6,confederate
11,1,-2.2765,10.08625,-2.296,10.16,3,confederate
12,0,-0.546,8.846,-0.808,10.335,6,confederate
12,1,-2.2845,10.04875,-2.296,10.16,3,confederate
13,0,-0.557,9.0165,-0.957,11.8825,9,confederate
13,1,-2.301,10.085,-2.296,10.16,3,confederate
14,0,-0.546,8.846,-0.931,11.567,9,confederate
14,1,-2.298,10.01125,-2.28,10.085,3,confederate
15,0,-0.576,9.3265,-0.751,9.6045,9,confederate
15,1,-2.31,10.162,-2.331,10.314,3,confederate
16,0,-0.568,9.2055,-0.924,11.48,9,confederate
16,1,-2.3265,10.314,-2.331,10.314,3,confederate
17,0,-0.568,9.2055,-0.945,11.736,9,confederate
17,1,-2.3585000000000003,10.2775,-2.349,10.393,3,confederate
18,0,-0.572,9.262,-0.79,10.1115,9,confederate
18,1,-2.353,10.2765,-2.349,10.393,3,confederate
19,0,-0.588,9.5245,-0.916,11.3735,9,confederate
19,1,-2.3035,10.0475,-2.28,10.085,3,confederate
20,0,-0.576,9.3315,-0.916,11.3735,6,confederate
20,1,-2.3365,10.2765,-2.367,10.472,3,confederate
21,0,-0.576,9.3315,-0.77,9.5585,9,confederate
21,1,-2.3365,10.315,-2.367,10.472,3,confederate
22,0,-0.584,9.4615,-0.923,11.4605,9,confederate
22,1,-2.343,10.3545,-2.367,10.472,3,confederate
23,0,-0.58,9.3895,-0.931,11.567,9,confederate
23,1,-2.2935,10.161,-2.314,10.237,3,confederate
24,0,-0.557,9.0165,-0.923,11.4605,9,confederate
24,1,-2.3275,10.08725,-2.349,10.393,3,confederate
25,0,-0.58,9.393,-0.923,11.4605,9,confederate
25,1,-2.31,10.04875,-2.331,10.314,3,confederate
26,0,-0.576,9.3315,-0.916,11.3735,9,confederate
26,1,-2.3200000000000003,10.0895,-2.367,10.472,3,confederate
27,0,-0.553,8.957,-0.909,11.289,9,confederate
27,1,-2.261,9.73325,-2.296,10.16,3,confederate
28,0,-0.606,9.4615,-0.962,11.942,9,confederate
28,1,-2.286,9.84125,-2.331,10.314,3,confederate
29,0,-0.578,9.026,-0.962,11.942,9,confederate
29,1,-2.3275,10.01575,-2.349,10.393,3,confederate
30,0,-0.543,8.7925,-0.901,11.186,9,confederate
30,1,-2.3280000000000003,10.098,-2.367,10.472,3,confederate
31,0,-0.576,9.325,-0.931,11.567,9,confederate
31,1,-2.3645,10.29275,-2.423,10.7205,3,confederate
32,0,-0.56,9.076,-0.916,11.3735,9,confederate
32,1,-2.346,10.01575,-2.386,10.554,3,confederate
33,0,-0.589,9.532,-0.908,11.2705,9,confederate
33,1,-2.3200000000000003,10.0895,-2.367,10.472,3,confederate
34,0,-0.568,9.2055,-0.99,11.942,9,confederate
34,1,-2.3365,10.0895,-2.367,10.472,3,confederate
35,0,-0.546,8.84,-0.939,11.657,9,confederate
35,1,-2.353,10.162,-2.367,10.472,3,confederate
36,0,-0.539,8.728,-0.886,11.0045,9,confederate
36,1,-2.3405,10.16525,-2.342,10.472,3,confederate
37,0,-0.564,9.1375,-0.973,11.736,9,confederate
37,1,-2.353,10.16525,-2.367,10.472,3,confederate
38,0,-0.553,8.963,-0.94,11.345,9,confederate
38,1,-2.362,10.200500000000002,-2.367,10.472,3,confederate
39,0,-0.542,8.7835,-0.99,11.942,9,confederate
39,1,-2.3200000000000003,9.98475,-2.367,10.472,3,confederate
40,0,-0.568,9.199,-0.973,11.736,9,confederate
40,1,-2.353,10.12675,-2.367,10.472,6,confederate
41,0,-0.546,8.84,-1.007,12.155,9,confederate
41,1,-2.3355,10.0895,-2.349,10.393,3,confederate
42,0,-0.56,9.078,-0.99,11.942,9,confederate
42,1,-2.3195,9.97725,-2.35,10.398,3,confederate
43,0,-0.542,8.7865,-0.99,11.942,9,confederate
43,1,-2.3355,10.051,-2.349,10.393,3,confederate
44,0,-0.543,8.7925,-0.99,11.942,9,confederate
44,1,-2.327,10.161,-2.332,10.316,3,confederate
45,0,-0.553,8.963,-0.951,11.48,9,confederate
45,1,-2.3285,10.0895,-2.368,10.475,3,confederate
46,0,-0.546,8.846,-0.99,11.942,9,confederate
46,1,-2.3445,10.2775,-2.367,10.472,3,confederate
47,0,-0.553,8.957,-0.99,11.942,9,confederate
47,1,-2.286,9.90125,-2.315,10.241,3,confederate
48,0,-0.553,8.957,-0.973,11.736,9,confederate
48,1,-2.312,10.16,-2.332,10.316,3,confederate
49,0,-0.588,9.5245,-0.99,11.942,9,confederate
49,1,-2.346,10.2765,-2.386,10.554,3,confederate
50,0,-0.516,8.36,-0.99,11.942,9,confederate
50,1,-2.303,10.161,-2.349,10.393,3,confederate
